user_id,group,signup_date,repeat_purchase,location,loyalty_tier,revenue
U04726,A,2025-07-09,0,Ajman,Basic,112.9
U04727,B,2025-07-29,1,Dubai,Gold,150.63
U04728,B,2025-07-12,0,Sharjah,Basic,117.91
U04729,A,2025-07-15,0,Sharjah,Silver,104.16
U04730,A,2025-07-06,0,Abu Dhabi,Silver,132.8
U04731,A,2025-07-06,0,Abu Dhabi,Basic,37.41
U04732,B,2025-07-03,1,Dubai,Silver,192.61
U04733,A,2025-07-27,0,Sharjah,Basic,67.0
U04734,B,2025-07-04,0,Sharjah,Basic,81.63
U04735,A,2025-07-31,0,Dubai,Gold,90.55
U04736,A,2025-07-31,0,Sharjah,Silver,51.0
U04737,A,2025-07-22,0,Sharjah,Basic,62.11
U04738,B,2025-07-31,0,Dubai,Gold,3.21
U04739,B,2025-07-13,0,Dubai,Basic,59.28
U04740,B,2025-07-04,0,Ajman,Basic,141.99
U04741,B,2025-07-29,0,Sharjah,Basic,107.27
U04742,A,2025-07-15,0,Abu Dhabi,Gold,89.78
U04743,A,2025-07-29,1,Sharjah,Basic,191.13
U04744,B,2025-07-29,1,Sharjah,Basic,160.32
U04745,A,2025-07-25,0,Abu Dhabi,Basic,104.47
U04746,A,2025-07-10,0,Abu Dhabi,Basic,51.29
U04747,B,2025-07-20,1,Dubai,Silver,149.79
U04748,B,2025-07-22,0,Sharjah,Basic,73.78
U04749,B,2025-07-13,0,Dubai,Basic,122.83
U04750,B,2025-07-31,0,Dubai,Silver,55.42
U04751,B,2025-07-17,0,Dubai,Basic,71.02
U04752,A,2025-07-09,0,Dubai,Basic,54.82
U04753,B,2025-07-25,1,Dubai,Basic,271.45
U04754,B,2025-07-27,1,Ajman,Basic,234.05
U04755,B,2025-07-27,0,Abu Dhabi,Basic,98.18
U04756,A,2025-07-07,0,Dubai,Basic,95.25
U04757,A,2025-07-22,1,Dubai,Silver,82.73
U04758,A,2025-07-20,0,Ajman,Basic,89.23
U04759,A,2025-07-27,0,Abu Dhabi,Silver,81.71
U04760,A,2025-07-03,0,Ajman,Basic,47.98
U04761,B,2025-07-14,0,Abu Dhabi,Basic,25.62
U04762,A,2025-08-01,0,Dubai,Basic,74.17
U04763,B,2025-07-11,0,Abu Dhabi,Silver,81.62
U04764,B,2025-07-27,1,Sharjah,Basic,50.14
U04765,B,2025-07-09,0,Sharjah,Basic,90.68
U04766,A,2025-07-24,0,Ajman,Basic,93.67
U04767,B,2025-07-10,1,Dubai,Gold,231.2
U04768,B,2025-07-11,0,Abu Dhabi,Silver,77.02
U04769,A,2025-07-30,0,Abu Dhabi,Silver,78.01
U04770,A,2025-07-30,1,Abu Dhabi,Basic,205.11
U04771,A,2025-07-10,1,Abu Dhabi,Gold,140.09
U04772,A,2025-07-26,0,Dubai,Silver,49.79
U04773,A,2025-07-20,0,Abu Dhabi,Basic,49.98
U04774,A,2025-07-04,0,Dubai,Silver,96.78
U04775,A,2025-07-13,0,Dubai,Basic,77.5
U04776,B,2025-07-26,0,Abu Dhabi,Basic,69.82
U04777,A,2025-07-14,1,Dubai,Silver,94.73
U04778,B,2025-07-06,0,Ajman,Basic,69.19
U04779,B,2025-07-15,0,Ajman,Silver,85.66
U04780,A,2025-07-20,0,Abu Dhabi,Basic,119.03
U04781,A,2025-07-14,0,Abu Dhabi,Basic,107.78
U04782,B,2025-07-05,0,Ajman,Basic,143.18
U04783,A,2025-07-13,1,Ajman,Basic,111.62
U04784,A,2025-07-28,0,Dubai,Silver,14.71
U04785,B,2025-07-20,0,Abu Dhabi,Basic,73.67
U04786,B,2025-07-21,0,Abu Dhabi,Basic,101.82
U04787,A,2025-07-25,0,Ajman,Silver,80.24
U04788,B,2025-07-25,0,Dubai,Basic,167.68
U04789,B,2025-07-05,0,Sharjah,Silver,109.64
U04790,B,2025-07-04,0,Abu Dhabi,Silver,59.99
U04791,B,2025-07-18,1,Ajman,Gold,242.73
U04792,B,2025-07-08,0,Abu Dhabi,Basic,24.73
U04793,B,2025-07-28,0,Abu Dhabi,Basic,65.73
U04794,A,2025-07-16,0,Ajman,Basic,60.66
U04795,A,2025-07-15,0,Dubai,Basic,110.58
U04796,B,2025-07-31,0,Sharjah,Silver,94.5
U04797,B,2025-07-29,0,Sharjah,Silver,54.08
U04798,A,2025-07-30,0,Dubai,Basic,0.0
U04799,A,2025-07-11,1,Abu Dhabi,Silver,72.01
U04800,B,2025-07-21,1,Abu Dhabi,Silver,197.46
U04801,A,2025-07-21,1,Ajman,Gold,287.81
U04802,A,2025-07-20,0,Abu Dhabi,Gold,66.73
U04803,B,2025-07-31,1,Ajman,Basic,50.36
U04804,A,2025-07-06,0,Ajman,Basic,97.42
U04805,A,2025-07-28,0,Sharjah,Silver,86.38
U04806,B,2025-07-15,0,Sharjah,Silver,63.7
U04807,B,2025-07-21,0,Abu Dhabi,Silver,36.95
U04808,B,2025-07-13,1,Dubai,Basic,124.71
U04809,A,2025-07-28,0,Abu Dhabi,Basic,71.48
U04810,B,2025-07-22,0,Sharjah,Basic,73.25
U04811,A,2025-07-20,0,Sharjah,Basic,35.9
U04812,B,2025-07-19,0,Dubai,Silver,35.39
U04813,A,2025-07-26,0,Abu Dhabi,Basic,48.4
U04814,A,2025-07-26,0,Abu Dhabi,Basic,91.21
U04815,A,2025-08-01,1,Dubai,Silver,123.02
U04816,B,2025-07-03,1,Abu Dhabi,Basic,228.43
U04817,A,2025-07-27,0,Abu Dhabi,Basic,56.73
U04818,A,2025-07-09,0,Sharjah,Basic,95.32
U04819,B,2025-07-24,0,Dubai,Gold,107.79
U04820,B,2025-07-11,0,Abu Dhabi,Basic,69.63
U04821,A,2025-07-14,0,Dubai,Basic,125.2
U04822,B,2025-07-06,0,Abu Dhabi,Basic,111.45
U04823,B,2025-07-27,0,Abu Dhabi,Silver,121.86
U04824,A,2025-07-16,0,Ajman,Silver,95.16
U04825,A,2025-07-13,1,Ajman,Silver,122.02
U04826,A,2025-07-10,0,Dubai,Basic,120.56
U04827,A,2025-07-12,0,Sharjah,Basic,99.1
U04828,B,2025-07-10,0,Sharjah,Silver,88.26
U04829,A,2025-07-20,0,Dubai,Silver,104.39
U04830,A,2025-08-01,0,Sharjah,Basic,108.21
U04831,A,2025-07-08,1,Abu Dhabi,Silver,205.48
U04832,A,2025-07-14,0,Abu Dhabi,Silver,68.26
U04833,A,2025-07-23,1,Abu Dhabi,Basic,76.59
U04834,A,2025-07-19,0,Ajman,Basic,95.94
U04835,A,2025-07-08,0,Dubai,Basic,77.92
U04836,A,2025-07-26,0,Sharjah,Silver,38.57
U04837,B,2025-07-26,0,Ajman,Basic,85.2
U04838,A,2025-07-26,1,Abu Dhabi,Basic,168.25
U04839,A,2025-07-13,0,Abu Dhabi,Basic,75.92
U04840,A,2025-07-31,0,Ajman,Basic,3.24
U04841,A,2025-07-10,1,Abu Dhabi,Basic,173.02
U04842,B,2025-07-22,1,Dubai,Basic,136.5
U04843,A,2025-07-04,0,Sharjah,Silver,65.2
U04844,B,2025-07-14,1,Ajman,Basic,203.93
U04845,A,2025-07-05,0,Ajman,Basic,0.0
U04846,B,2025-07-09,0,Sharjah,Basic,39.96
U04847,A,2025-07-30,0,Dubai,Basic,108.15
U04848,B,2025-07-31,0,Ajman,Silver,75.86
U04849,B,2025-07-10,0,Dubai,Silver,109.69
U04850,A,2025-07-09,1,Abu Dhabi,Gold,178.9
U04851,A,2025-07-27,0,Dubai,Basic,77.38
U04852,B,2025-07-04,1,Abu Dhabi,Basic,150.75
U04853,A,2025-07-30,0,Abu Dhabi,Silver,84.18
U04854,A,2025-07-10,0,Dubai,Basic,76.54
U04855,A,2025-07-05,0,Abu Dhabi,Basic,27.79
U04856,A,2025-07-11,0,Sharjah,Basic,18.82
U04857,A,2025-07-15,0,Sharjah,Basic,81.14
U04858,A,2025-07-11,1,Abu Dhabi,Basic,87.15
U04859,B,2025-07-28,1,Abu Dhabi,Basic,230.79
U04860,A,2025-07-22,1,Dubai,Basic,38.98
U04861,B,2025-08-01,0,Dubai,Basic,113.66
U04862,A,2025-07-30,0,Sharjah,Basic,94.63
U04863,B,2025-07-03,1,Sharjah,Basic,167.67
U04864,A,2025-07-16,0,Dubai,Silver,7.01
U04865,A,2025-07-07,0,Dubai,Basic,63.02
U04866,A,2025-07-13,0,Dubai,Basic,91.82
U04867,A,2025-07-24,0,Ajman,Gold,0.0
U04868,A,2025-08-01,0,Ajman,Silver,94.67
U04869,B,2025-07-25,0,Dubai,Silver,42.56
U04870,A,2025-07-26,0,Abu Dhabi,Gold,23.79
U04871,B,2025-07-11,1,Ajman,Silver,212.78
U04872,B,2025-07-13,0,Sharjah,Basic,72.42
U04873,A,2025-07-22,0,Abu Dhabi,Silver,82.67
U04874,B,2025-08-01,1,Sharjah,Basic,168.89
U04875,A,2025-07-09,0,Abu Dhabi,Basic,59.23
U04876,B,2025-07-31,0,Dubai,Basic,8.44
U04877,B,2025-07-11,1,Dubai,Basic,195.53
U04878,B,2025-07-27,1,Dubai,Basic,210.1
U04879,A,2025-07-15,0,Dubai,Silver,80.02
U04880,A,2025-07-11,0,Ajman,Basic,84.1
U04881,B,2025-07-19,1,Dubai,Basic,170.69
U04882,B,2025-07-25,0,Abu Dhabi,Basic,72.12
U04883,A,2025-07-31,0,Abu Dhabi,Basic,107.54
U04884,B,2025-07-31,0,Abu Dhabi,Gold,128.17
U04885,B,2025-07-06,0,Dubai,Basic,145.01
U04886,A,2025-07-14,1,Ajman,Silver,33.58
U04887,A,2025-07-21,1,Ajman,Basic,237.72
U04888,A,2025-07-21,0,Abu Dhabi,Basic,75.55
U04889,B,2025-07-09,1,Sharjah,Silver,125.5
U04890,A,2025-07-08,0,Abu Dhabi,Basic,33.54
U04891,A,2025-07-03,0,Sharjah,Silver,93.28
U04892,A,2025-07-12,0,Ajman,Basic,85.43
U04893,A,2025-07-28,0,Dubai,Basic,82.46
U04894,B,2025-07-27,0,Abu Dhabi,Basic,98.52
U04895,B,2025-07-23,0,Ajman,Silver,102.96
U04896,A,2025-07-10,0,Abu Dhabi,Basic,125.69
U04897,A,2025-08-01,0,Dubai,Basic,78.97
U04898,A,2025-07-07,1,Abu Dhabi,Silver,178.12
U04899,A,2025-07-11,0,Ajman,Silver,59.07
U04900,B,2025-07-26,0,Abu Dhabi,Basic,150.88
U04901,B,2025-08-01,1,Ajman,Basic,56.49
U04902,A,2025-08-01,0,Abu Dhabi,Silver,109.58
U04903,A,2025-07-04,1,Sharjah,Silver,161.03
U04904,B,2025-07-28,0,Abu Dhabi,Basic,74.73
U04905,B,2025-07-27,0,Dubai,Basic,39.14
U04906,A,2025-07-08,0,Ajman,Basic,94.33
U04907,B,2025-07-07,1,Abu Dhabi,Basic,111.31
U04908,B,2025-07-26,0,Sharjah,Silver,120.16
U04909,A,2025-07-09,0,Abu Dhabi,Basic,67.86
U04910,A,2025-08-01,0,Sharjah,Basic,25.99
U04911,A,2025-07-29,1,Sharjah,Basic,151.53
U04912,A,2025-07-03,0,Dubai,Basic,72.83
U04913,B,2025-07-23,1,Ajman,Silver,298.82
U04914,B,2025-07-28,1,Dubai,Silver,235.51
U04915,A,2025-07-23,0,Sharjah,Basic,122.91
U04916,A,2025-07-20,1,Sharjah,Basic,191.79
U04917,A,2025-07-05,0,Ajman,Silver,33.13
U04918,A,2025-07-28,0,Sharjah,Basic,98.47
U04919,A,2025-07-23,0,Sharjah,Basic,57.96
U04920,A,2025-07-14,0,Abu Dhabi,Gold,55.77
U04921,B,2025-07-26,0,Abu Dhabi,Silver,105.65
U04922,B,2025-07-21,0,Sharjah,Silver,62.03
U04923,A,2025-07-20,0,Ajman,Silver,115.28
U04924,A,2025-07-31,0,Dubai,Basic,23.05
U04925,B,2025-07-30,1,Ajman,Silver,162.98
U04926,A,2025-07-07,0,Dubai,Silver,72.06
U04927,A,2025-07-23,0,Abu Dhabi,Basic,39.65
U04928,A,2025-07-09,0,Ajman,Basic,60.16
U04929,B,2025-07-15,0,Sharjah,Gold,65.27
U04930,A,2025-07-26,0,Ajman,Silver,23.19
U04931,A,2025-07-14,0,Dubai,Gold,48.43
U04932,B,2025-07-07,0,Sharjah,Gold,76.6
U04933,A,2025-07-16,0,Ajman,Gold,65.03
U04934,B,2025-08-01,0,Dubai,Basic,107.81
U04935,A,2025-07-29,0,Abu Dhabi,Silver,111.76
U04936,A,2025-07-22,0,Dubai,Basic,61.55
U04937,B,2025-07-15,0,Dubai,Basic,39.49
U04938,A,2025-07-12,0,Abu Dhabi,Silver,84.16
U04939,B,2025-07-03,0,Ajman,Silver,76.33
U04940,B,2025-07-03,0,Sharjah,Silver,116.83
U04941,A,2025-07-31,0,Ajman,Gold,67.69
U04942,A,2025-07-28,0,Ajman,Basic,72.63
U04943,B,2025-07-08,0,Abu Dhabi,Silver,74.94
U04944,A,2025-07-28,0,Sharjah,Silver,116.26
U04945,A,2025-07-03,0,Sharjah,Basic,75.27
U04946,B,2025-07-21,1,Abu Dhabi,Basic,234.81
U04947,B,2025-07-12,1,Sharjah,Silver,141.24
U04948,A,2025-07-18,1,Ajman,Basic,180.57
U04949,A,2025-07-22,0,Abu Dhabi,Silver,94.81
U04950,A,2025-07-20,0,Dubai,Basic,62.28
U04951,B,2025-07-08,0,Sharjah,Basic,110.76
U04952,A,2025-07-10,0,Dubai,Basic,23.67
U04953,A,2025-07-23,0,Sharjah,Basic,79.29
U04954,B,2025-07-31,0,Dubai,Silver,104.56
U04955,A,2025-07-15,1,Sharjah,Basic,98.98
U04956,B,2025-07-15,0,Ajman,Basic,63.9
U04957,A,2025-07-29,0,Dubai,Basic,37.97
U04958,A,2025-07-23,0,Ajman,Silver,40.67
U04959,A,2025-07-30,1,Dubai,Gold,92.41
U04960,A,2025-07-20,0,Abu Dhabi,Basic,96.18
U04961,B,2025-08-01,1,Dubai,Silver,112.05
U04962,A,2025-07-16,0,Ajman,Basic,11.49
U04963,B,2025-07-22,0,Dubai,Basic,99.53
U04964,A,2025-07-12,0,Dubai,Gold,13.38
U04965,A,2025-07-23,0,Sharjah,Silver,69.29
U04966,B,2025-07-29,0,Dubai,Silver,70.39
U04967,A,2025-07-30,0,Ajman,Basic,60.0
U04968,B,2025-07-26,0,Ajman,Basic,30.3
U04969,A,2025-07-11,0,Abu Dhabi,Gold,83.12
U04970,B,2025-07-20,0,Sharjah,Silver,53.73
U04971,A,2025-07-30,0,Dubai,Basic,0.0
U04972,A,2025-07-29,1,Ajman,Silver,187.63
U04973,B,2025-07-26,1,Sharjah,Basic,192.11
U04974,A,2025-07-15,0,Ajman,Basic,110.59
U04975,A,2025-07-17,0,Sharjah,Silver,73.95
U04976,A,2025-07-31,0,Dubai,Basic,87.15
U04977,B,2025-07-19,0,Ajman,Silver,59.99
U04978,A,2025-07-22,0,Dubai,Basic,14.35
U04979,A,2025-07-09,1,Sharjah,Basic,94.96
U04980,A,2025-07-08,0,Dubai,Silver,85.43
U04981,B,2025-07-14,0,Sharjah,Basic,89.92
U04982,A,2025-07-24,0,Ajman,Silver,62.38
U04983,B,2025-07-10,0,Ajman,Silver,66.05
U04984,B,2025-07-07,1,Ajman,Basic,86.88
U04985,B,2025-07-13,0,Abu Dhabi,Basic,70.44
U04986,B,2025-07-27,1,Ajman,Silver,140.47
U04987,A,2025-07-22,0,Abu Dhabi,Basic,108.8
U04988,A,2025-07-19,0,Sharjah,Basic,82.66
U04989,B,2025-07-29,0,Abu Dhabi,Gold,84.78
U04990,A,2025-08-01,0,Dubai,Basic,76.89
U04991,A,2025-07-05,0,Sharjah,Silver,115.67
U04992,B,2025-07-10,0,Ajman,Basic,65.33
U04993,A,2025-07-21,0,Ajman,Silver,53.12
U04994,A,2025-07-03,1,Ajman,Basic,236.27
U04995,A,2025-07-07,0,Ajman,Silver,92.09
U04996,A,2025-07-10,0,Ajman,Basic,50.88
U04997,A,2025-07-25,1,Sharjah,Basic,238.07
U04998,A,2025-08-01,0,Abu Dhabi,Basic,59.99
U04999,B,2025-07-24,0,Abu Dhabi,Silver,68.34
U05000,A,2025-07-07,0,Dubai,Silver,29.7
U05001,B,2025-07-06,0,Dubai,Silver,40.71
U05002,B,2025-07-15,0,Dubai,Gold,114.04
U05003,B,2025-07-13,0,Sharjah,Basic,75.46
U05004,A,2025-07-21,0,Ajman,Basic,69.26
U05005,B,2025-07-06,0,Abu Dhabi,Basic,125.27
U05006,B,2025-08-01,0,Dubai,Silver,97.62
U05007,B,2025-07-04,1,Ajman,Basic,87.54
U05008,A,2025-07-21,0,Abu Dhabi,Basic,105.48
U05009,B,2025-07-22,0,Ajman,Basic,115.66
U05010,A,2025-08-01,0,Abu Dhabi,Silver,66.2
U05011,B,2025-07-28,1,Sharjah,Gold,76.97
U05012,A,2025-07-16,0,Sharjah,Silver,81.23
U05013,B,2025-08-01,0,Ajman,Basic,46.92
U05014,A,2025-07-05,0,Sharjah,Silver,62.44
U05015,B,2025-07-11,0,Dubai,Silver,73.6
U05016,A,2025-07-26,0,Ajman,Silver,43.83
U05017,A,2025-07-24,1,Dubai,Silver,220.73
U05018,B,2025-07-03,0,Ajman,Gold,57.3
U05019,B,2025-07-12,1,Dubai,Gold,242.64
U05020,A,2025-07-28,0,Ajman,Basic,73.46
U05021,A,2025-07-16,0,Dubai,Silver,28.4
U05022,B,2025-07-12,0,Dubai,Basic,76.1
U05023,A,2025-07-04,1,Ajman,Basic,219.81
U05024,B,2025-08-01,0,Dubai,Basic,74.78
U05025,A,2025-07-27,0,Sharjah,Basic,49.28
U05026,B,2025-07-28,0,Abu Dhabi,Silver,113.91
U05027,A,2025-07-14,0,Ajman,Silver,46.16
U05028,A,2025-08-01,1,Dubai,Silver,0.0
U05029,A,2025-07-11,1,Sharjah,Basic,123.03
U05030,B,2025-07-04,1,Ajman,Basic,156.75
U05031,B,2025-07-20,0,Ajman,Basic,70.57
U05032,B,2025-07-14,0,Abu Dhabi,Silver,82.42
U05033,B,2025-07-03,1,Abu Dhabi,Basic,148.9
U05034,B,2025-07-10,0,Dubai,Basic,48.72
U05035,A,2025-07-07,1,Ajman,Silver,118.17
U05036,B,2025-07-16,0,Ajman,Gold,97.93
U05037,A,2025-07-22,0,Dubai,Silver,107.52
U05038,B,2025-07-20,0,Dubai,Basic,38.38
U05039,B,2025-07-22,0,Dubai,Gold,43.9
U05040,A,2025-07-22,1,Abu Dhabi,Basic,180.1
U05041,A,2025-07-31,0,Abu Dhabi,Gold,122.53
U05042,B,2025-07-12,0,Sharjah,Silver,59.79
U05043,A,2025-07-28,0,Abu Dhabi,Basic,42.13
U05044,B,2025-07-03,1,Dubai,Basic,233.59
U05045,A,2025-07-06,0,Ajman,Basic,102.59
U05046,A,2025-07-07,0,Dubai,Basic,7.31
U05047,A,2025-07-29,0,Dubai,Basic,19.09
U05048,A,2025-07-16,0,Ajman,Basic,38.37
U05049,B,2025-07-30,1,Abu Dhabi,Basic,206.17
U05050,B,2025-07-31,0,Ajman,Basic,79.01
U05051,A,2025-07-19,0,Ajman,Basic,77.0
U05052,B,2025-07-19,0,Sharjah,Basic,130.91
U05053,A,2025-07-16,0,Abu Dhabi,Silver,24.41
U05054,B,2025-07-13,1,Dubai,Basic,116.31
U05055,B,2025-08-01,0,Sharjah,Basic,91.93
U05056,A,2025-07-12,0,Ajman,Basic,92.31
U05057,A,2025-07-25,0,Abu Dhabi,Basic,56.29
U05058,B,2025-07-22,0,Dubai,Basic,46.15
U05059,A,2025-07-30,0,Abu Dhabi,Gold,101.99
U05060,B,2025-07-03,0,Abu Dhabi,Gold,90.33
U05061,A,2025-07-15,0,Dubai,Silver,27.49
U05062,A,2025-07-11,0,Ajman,Silver,113.66
U05063,A,2025-07-22,0,Dubai,Silver,83.13
U05064,B,2025-07-27,0,Ajman,Basic,109.23
U05065,B,2025-07-08,0,Ajman,Silver,84.17
U05066,B,2025-07-30,1,Abu Dhabi,Silver,112.61
U05067,A,2025-07-06,0,Abu Dhabi,Silver,75.97
U05068,A,2025-07-27,0,Sharjah,Basic,106.37
U05069,B,2025-07-17,1,Abu Dhabi,Basic,142.07
U05070,B,2025-07-19,1,Dubai,Basic,97.36
U05071,B,2025-07-08,1,Ajman,Silver,327.51
U05072,A,2025-07-27,0,Ajman,Basic,75.23
U05073,A,2025-07-15,1,Ajman,Silver,151.19
U05074,B,2025-07-29,0,Abu Dhabi,Gold,72.03
U05075,A,2025-07-30,0,Dubai,Basic,79.87
U05076,A,2025-07-15,1,Ajman,Basic,0.0
U05077,A,2025-07-24,0,Abu Dhabi,Basic,95.0
U05078,B,2025-07-21,0,Sharjah,Silver,100.94
U05079,A,2025-07-30,0,Ajman,Silver,102.88
U05080,B,2025-07-26,1,Dubai,Silver,172.79
U05081,B,2025-07-14,0,Dubai,Silver,70.36
U05082,B,2025-07-19,0,Abu Dhabi,Silver,119.12
U05083,A,2025-07-25,1,Dubai,Gold,219.45
U05084,A,2025-07-25,0,Sharjah,Basic,61.24
U05085,B,2025-07-31,0,Dubai,Basic,46.9
U05086,B,2025-07-04,1,Abu Dhabi,Basic,159.3
U05087,B,2025-07-26,0,Dubai,Gold,50.41
U05088,A,2025-07-08,0,Dubai,Silver,66.54
U05089,A,2025-07-15,1,Abu Dhabi,Silver,164.67
U05090,B,2025-07-06,1,Sharjah,Basic,96.73
U05091,B,2025-07-21,0,Abu Dhabi,Basic,78.52
U05092,B,2025-07-13,0,Dubai,Silver,81.17
U05093,B,2025-07-14,1,Sharjah,Basic,217.82
U05094,B,2025-07-18,0,Dubai,Silver,127.99
U05095,B,2025-07-23,0,Dubai,Basic,69.38
U05096,A,2025-07-20,1,Abu Dhabi,Silver,259.66
U05097,B,2025-07-28,0,Ajman,Basic,104.57
U05098,A,2025-07-29,1,Abu Dhabi,Basic,116.76
U05099,B,2025-07-03,0,Sharjah,Basic,68.72
U05100,A,2025-07-15,0,Dubai,Silver,57.47
U05101,B,2025-07-15,0,Ajman,Silver,63.17
U05102,B,2025-07-16,1,Ajman,Basic,238.0
U05103,B,2025-07-07,0,Ajman,Silver,108.23
U05104,A,2025-07-22,0,Abu Dhabi,Basic,63.15
U05105,A,2025-07-19,0,Ajman,Gold,50.03
U05106,A,2025-07-06,0,Sharjah,Silver,101.96
U05107,A,2025-07-29,1,Ajman,Silver,149.61
U05108,A,2025-07-11,0,Sharjah,Basic,36.55
U05109,B,2025-07-26,0,Dubai,Silver,5.14
U05110,B,2025-07-18,0,Ajman,Basic,73.12
U05111,B,2025-07-20,1,Ajman,Basic,176.54
U05112,A,2025-07-13,1,Dubai,Basic,169.07
U05113,A,2025-07-30,0,Sharjah,Silver,113.72
U05114,B,2025-07-16,0,Sharjah,Basic,26.66
U05115,B,2025-07-11,0,Ajman,Basic,85.97
U05116,A,2025-07-12,1,Abu Dhabi,Basic,137.91
U05117,B,2025-07-27,0,Abu Dhabi,Silver,47.14
U05118,A,2025-07-12,0,Sharjah,Silver,97.79
U05119,A,2025-07-14,0,Abu Dhabi,Basic,63.07
U05120,A,2025-07-14,1,Sharjah,Basic,137.22
U05121,B,2025-07-15,0,Dubai,Silver,54.03
U05122,B,2025-07-13,0,Abu Dhabi,Basic,84.9
U05123,B,2025-07-14,1,Ajman,Basic,194.93
U05124,B,2025-07-12,1,Ajman,Basic,168.43
U05125,A,2025-07-15,0,Ajman,Gold,93.17
U05126,A,2025-07-20,1,Abu Dhabi,Basic,113.99
U05127,B,2025-07-10,0,Dubai,Basic,101.79
U05128,A,2025-07-08,0,Ajman,Basic,89.57
U05129,A,2025-07-08,0,Ajman,Basic,85.27
U05130,B,2025-07-06,0,Sharjah,Basic,111.54
U05131,B,2025-07-26,0,Ajman,Silver,65.6
U05132,B,2025-08-01,1,Sharjah,Basic,124.39
U05133,A,2025-07-03,0,Sharjah,Silver,48.96
U05134,A,2025-07-29,0,Dubai,Gold,39.04
U05135,A,2025-07-05,0,Ajman,Basic,53.32
U05136,A,2025-07-26,0,Dubai,Basic,56.0
U05137,B,2025-07-21,0,Abu Dhabi,Basic,55.66
U05138,A,2025-07-18,0,Dubai,Silver,68.29
U05139,A,2025-07-26,0,Ajman,Basic,31.19
U05140,B,2025-07-30,0,Sharjah,Basic,111.54
U05141,B,2025-07-16,1,Sharjah,Basic,151.07
U05142,A,2025-07-26,0,Abu Dhabi,Basic,77.39
U05143,A,2025-07-11,0,Ajman,Basic,40.62
U05144,A,2025-07-27,0,Abu Dhabi,Silver,69.66
U05145,B,2025-07-16,0,Sharjah,Basic,96.77
U05146,B,2025-07-22,1,Abu Dhabi,Silver,169.43
U05147,A,2025-07-13,0,Sharjah,Gold,101.75
U05148,A,2025-07-30,0,Dubai,Silver,78.83
U05149,A,2025-07-09,0,Ajman,Basic,30.07
U05150,A,2025-07-05,0,Ajman,Basic,57.61
U05151,A,2025-07-28,0,Ajman,Basic,38.02
U05152,B,2025-07-23,0,Abu Dhabi,Basic,109.49
U05153,B,2025-07-26,0,Ajman,Basic,79.29
U05154,A,2025-07-29,0,Sharjah,Basic,103.7
U05155,B,2025-07-04,0,Ajman,Basic,35.14
U05156,B,2025-07-27,1,Ajman,Silver,135.75
U05157,B,2025-07-19,0,Ajman,Basic,90.82
U05158,A,2025-07-22,0,Abu Dhabi,Basic,52.51
U05159,B,2025-07-11,0,Sharjah,Gold,0.0
U05160,B,2025-07-25,1,Sharjah,Silver,75.62
U05161,B,2025-07-08,0,Sharjah,Silver,127.18
U05162,B,2025-07-28,0,Sharjah,Basic,111.82
U05163,A,2025-07-25,0,Sharjah,Gold,15.67
U05164,A,2025-07-18,1,Dubai,Silver,105.01
U05165,B,2025-07-03,1,Sharjah,Basic,165.66
U05166,A,2025-07-03,1,Dubai,Basic,79.53
U05167,B,2025-07-13,1,Sharjah,Silver,129.16
U05168,A,2025-07-21,0,Dubai,Gold,29.8
U05169,A,2025-07-31,1,Dubai,Silver,256.47
U05170,B,2025-07-07,0,Dubai,Basic,83.23
U05171,B,2025-07-18,0,Sharjah,Basic,65.18
U05172,A,2025-07-20,0,Ajman,Basic,23.24
U05173,A,2025-08-01,0,Dubai,Basic,61.52
U05174,B,2025-07-15,0,Ajman,Basic,65.21
U05175,B,2025-07-12,1,Abu Dhabi,Basic,111.87
U05176,A,2025-07-29,0,Ajman,Basic,58.43
U05177,B,2025-07-15,1,Sharjah,Silver,83.3
U05178,A,2025-07-14,0,Dubai,Basic,100.91
U05179,A,2025-07-16,0,Sharjah,Basic,96.74
U05180,A,2025-07-25,1,Abu Dhabi,Silver,213.25
U05181,A,2025-08-01,1,Dubai,Silver,40.6
U05182,A,2025-07-19,0,Dubai,Basic,125.93
U05183,A,2025-07-20,1,Dubai,Silver,132.47
U05184,A,2025-07-11,1,Dubai,Basic,59.77
U05185,A,2025-07-27,0,Dubai,Basic,36.87
U05186,B,2025-07-23,0,Sharjah,Basic,77.56
U05187,A,2025-07-13,0,Ajman,Basic,29.42
U05188,A,2025-07-23,1,Ajman,Basic,52.53
U05189,A,2025-07-21,1,Ajman,Basic,160.41
U05190,A,2025-07-20,0,Sharjah,Basic,52.61
U05191,B,2025-07-22,0,Sharjah,Silver,63.0
U05192,B,2025-07-16,0,Sharjah,Basic,57.83
U05193,B,2025-07-24,0,Abu Dhabi,Silver,105.02
U05194,A,2025-07-11,0,Sharjah,Basic,46.74
U05195,A,2025-07-30,1,Ajman,Basic,92.99
U05196,A,2025-07-09,1,Dubai,Basic,255.75
U05197,A,2025-07-30,1,Ajman,Gold,81.7
U05198,B,2025-07-14,1,Abu Dhabi,Basic,77.44
U05199,A,2025-07-07,0,Abu Dhabi,Basic,68.27
U05200,A,2025-07-16,1,Abu Dhabi,Gold,105.59
U05201,A,2025-07-14,0,Sharjah,Basic,71.97
U05202,A,2025-07-29,0,Abu Dhabi,Silver,94.83
